Designator,Footprint,Quantity,Value,LCSC Part #
C1,0805,1,10u,C162422
"C2, C3, C4, C5, C6",0402,5,100n,C85858
"D1, D2, D3, D4",SOT-23,4,BAT54S,C47546
J1,Molex_KK-254_AE-6410-04A_1x04_P2.54mm_Vertical,1,Conn_01x04_Pin,C5359632
J2,Hirose_DF13C_CL535-0404-8-51_1x04-1MP_P1.25mm_Vertical,1,Conn_01x04_Socket,C7433470
"R1, R10, R11, R12, R2, R3, R8, R9",0402,8,8.2k,C25924
"R4, R5, R6, R7",0402,4,100k,C60491
U1,X2QFN-10_L2.0-W1.5-P0.50-BL,1,ADS1115IRUGR,C2651328
